country,brand_name,months_postgx,volume
COUNTRY_0024,BRAND_31BE,0,69066.82
COUNTRY_0024,BRAND_31BE,1,68522.92
COUNTRY_0024,BRAND_31BE,2,65676.59
COUNTRY_0024,BRAND_31BE,3,57812.977
COUNTRY_0024,BRAND_31BE,4,58942.91
COUNTRY_0024,BRAND_31BE,5,54953.45
COUNTRY_0024,BRAND_31BE,6,57785.195
COUNTRY_0024,BRAND_31BE,7,54429.414
COUNTRY_0024,BRAND_31BE,8,55635.71
COUNTRY_0024,BRAND_31BE,9,55709.246
COUNTRY_0024,BRAND_31BE,10,57778.69
COUNTRY_0024,BRAND_31BE,11,56651.19
COUNTRY_0024,BRAND_31BE,12,45375.332
COUNTRY_0024,BRAND_31BE,13,47850.875
COUNTRY_0024,BRAND_31BE,14,48046.133
COUNTRY_0024,BRAND_31BE,15,48583.668
COUNTRY_0024,BRAND_31BE,16,53339.844
COUNTRY_0024,BRAND_31BE,17,48635.59
COUNTRY_0024,BRAND_31BE,18,51542.707
COUNTRY_0024,BRAND_31BE,19,49042.254
COUNTRY_0024,BRAND_31BE,20,44088.184
COUNTRY_0024,BRAND_31BE,21,49196.516
COUNTRY_0024,BRAND_31BE,22,47478.895
COUNTRY_0024,BRAND_31BE,23,45985.06
COUNTRY_0024,BRAND_5165,0,2316.8083
COUNTRY_0024,BRAND_5165,1,2008.6747
COUNTRY_0024,BRAND_5165,2,2267.7073
COUNTRY_0024,BRAND_5165,3,1861.1964
COUNTRY_0024,BRAND_5165,4,1618.7909
COUNTRY_0024,BRAND_5165,5,2108.5605
COUNTRY_0024,BRAND_5165,6,1890.225
COUNTRY_0024,BRAND_5165,7,1601.6299
COUNTRY_0024,BRAND_5165,8,1735.869
COUNTRY_0024,BRAND_5165,9,1728.5161
COUNTRY_0024,BRAND_5165,10,1806.196
COUNTRY_0024,BRAND_5165,11,1930.2076
COUNTRY_0024,BRAND_5165,12,1726.4457
COUNTRY_0024,BRAND_5165,13,1690.7897
COUNTRY_0024,BRAND_5165,14,1654.5011
COUNTRY_0024,BRAND_5165,15,1483.0361
COUNTRY_0024,BRAND_5165,16,1409.5227
COUNTRY_0024,BRAND_5165,17,1776.9899
COUNTRY_0024,BRAND_5165,18,1436.9246
COUNTRY_0024,BRAND_5165,19,1658.5818
COUNTRY_0024,BRAND_5165,20,1636.7743
COUNTRY_0024,BRAND_5165,21,1508.883
COUNTRY_0024,BRAND_5165,22,2097.216
COUNTRY_0024,BRAND_5165,23,1492.6978
COUNTRY_01A1,BRAND_03DE,0,428346.7
COUNTRY_01A1,BRAND_03DE,1,372694.47
COUNTRY_01A1,BRAND_03DE,2,352646.72
COUNTRY_01A1,BRAND_03DE,3,349962.78
COUNTRY_01A1,BRAND_03DE,4,288625.94
COUNTRY_01A1,BRAND_03DE,5,288478.72
COUNTRY_01A1,BRAND_03DE,6,279870.2
COUNTRY_01A1,BRAND_03DE,7,267669.97
COUNTRY_01A1,BRAND_03DE,8,274337.66
COUNTRY_01A1,BRAND_03DE,9,246369.27
COUNTRY_01A1,BRAND_03DE,10,248860.1
COUNTRY_01A1,BRAND_03DE,11,269066.34
COUNTRY_01A1,BRAND_03DE,12,255609.55
COUNTRY_01A1,BRAND_03DE,13,219950.8
COUNTRY_01A1,BRAND_03DE,14,231907.75
COUNTRY_01A1,BRAND_03DE,15,209872.86
COUNTRY_01A1,BRAND_03DE,16,214459.7
COUNTRY_01A1,BRAND_03DE,17,230532.44
COUNTRY_01A1,BRAND_03DE,18,212071.34
COUNTRY_01A1,BRAND_03DE,19,216834.2
COUNTRY_01A1,BRAND_03DE,20,228111.25
COUNTRY_01A1,BRAND_03DE,21,223697.02
COUNTRY_01A1,BRAND_03DE,22,196736.89
COUNTRY_01A1,BRAND_03DE,23,184652.95
COUNTRY_01A1,BRAND_240F,0,9362.042
COUNTRY_01A1,BRAND_240F,1,8752.672
COUNTRY_01A1,BRAND_240F,2,8596.043
COUNTRY_01A1,BRAND_240F,3,7349.2646
COUNTRY_01A1,BRAND_240F,4,6313.306
COUNTRY_01A1,BRAND_240F,5,5535.167
COUNTRY_01A1,BRAND_240F,6,4773.195
COUNTRY_01A1,BRAND_240F,7,4926.53
COUNTRY_01A1,BRAND_240F,8,4876.661
COUNTRY_01A1,BRAND_240F,9,4661.916
COUNTRY_01A1,BRAND_240F,10,3701.0796
COUNTRY_01A1,BRAND_240F,11,3545.1113
COUNTRY_01A1,BRAND_240F,12,3091.4158
COUNTRY_01A1,BRAND_240F,13,2919.2527
COUNTRY_01A1,BRAND_240F,14,3397.256
COUNTRY_01A1,BRAND_240F,15,2887.3977
COUNTRY_01A1,BRAND_240F,16,2686.4895
COUNTRY_01A1,BRAND_240F,17,2918.331
COUNTRY_01A1,BRAND_240F,18,3120.8906
COUNTRY_01A1,BRAND_240F,19,3238.2449
COUNTRY_01A1,BRAND_240F,20,1614.1571
COUNTRY_01A1,BRAND_240F,21,2753.318
COUNTRY_01A1,BRAND_240F,22,2832.566
COUNTRY_01A1,BRAND_240F,23,2427.3787
COUNTRY_01A1,BRAND_7FD0,0,42993.605
COUNTRY_01A1,BRAND_7FD0,1,42009.17
COUNTRY_01A1,BRAND_7FD0,2,40351.77
COUNTRY_01A1,BRAND_7FD0,3,39055.902
COUNTRY_01A1,BRAND_7FD0,4,39992.445
COUNTRY_01A1,BRAND_7FD0,5,38513.652
COUNTRY_01A1,BRAND_7FD0,6,40589.72
COUNTRY_01A1,BRAND_7FD0,7,37701.484
COUNTRY_01A1,BRAND_7FD0,8,36410.703
COUNTRY_01A1,BRAND_7FD0,9,29281.078
COUNTRY_01A1,BRAND_7FD0,10,30367.387
COUNTRY_01A1,BRAND_7FD0,11,30924.62
COUNTRY_01A1,BRAND_7FD0,12,23840.559
COUNTRY_01A1,BRAND_7FD0,13,28064.818
COUNTRY_01A1,BRAND_7FD0,14,29709.912
COUNTRY_01A1,BRAND_7FD0,15,24653.383
COUNTRY_01A1,BRAND_7FD0,16,27048.488
COUNTRY_01A1,BRAND_7FD0,17,31323.406
COUNTRY_01A1,BRAND_7FD0,18,27760.23
COUNTRY_01A1,BRAND_7FD0,19,29389.404
COUNTRY_01A1,BRAND_7FD0,20,24621.076
COUNTRY_01A1,BRAND_7FD0,21,26314.508
COUNTRY_01A1,BRAND_7FD0,22,29386.434
COUNTRY_01A1,BRAND_7FD0,23,23242.76
COUNTRY_0309,BRAND_0721,0,680421.7
COUNTRY_0309,BRAND_0721,1,632245.56
COUNTRY_0309,BRAND_0721,2,632581.5
COUNTRY_0309,BRAND_0721,3,642736.25
COUNTRY_0309,BRAND_0721,4,615708.9
COUNTRY_0309,BRAND_0721,5,497773.66
COUNTRY_0309,BRAND_0721,6,490318.62
COUNTRY_0309,BRAND_0721,7,505029.34
COUNTRY_0309,BRAND_0721,8,491800.84
COUNTRY_0309,BRAND_0721,9,468395.62
COUNTRY_0309,BRAND_0721,10,489556.1
COUNTRY_0309,BRAND_0721,11,474058.44
COUNTRY_0309,BRAND_0721,12,403888.8
COUNTRY_0309,BRAND_0721,13,411711.5
COUNTRY_0309,BRAND_0721,14,376547.22
COUNTRY_0309,BRAND_0721,15,351938.8
COUNTRY_0309,BRAND_0721,16,346660.3
COUNTRY_0309,BRAND_0721,17,333945.7
COUNTRY_0309,BRAND_0721,18,311509.12
COUNTRY_0309,BRAND_0721,19,325124.66
COUNTRY_0309,BRAND_0721,20,318285.06
COUNTRY_0309,BRAND_0721,21,330800.03
COUNTRY_0309,BRAND_0721,22,287451.9
COUNTRY_0309,BRAND_0721,23,262500.0
COUNTRY_0309,BRAND_1DF6,0,5272140.5
COUNTRY_0309,BRAND_1DF6,1,4512688.5
COUNTRY_0309,BRAND_1DF6,2,5291725.5
COUNTRY_0309,BRAND_1DF6,3,3295453.8
COUNTRY_0309,BRAND_1DF6,4,4628457.5
COUNTRY_0309,BRAND_1DF6,5,3424828.2
COUNTRY_0309,BRAND_1DF6,6,3970919.8
COUNTRY_0309,BRAND_1DF6,7,4951806.5
COUNTRY_0309,BRAND_1DF6,8,3260050.0
COUNTRY_0309,BRAND_1DF6,9,3222256.8
COUNTRY_0309,BRAND_1DF6,10,3113729.5
COUNTRY_0309,BRAND_1DF6,11,3431589.5
COUNTRY_0309,BRAND_1DF6,12,3494122.8
COUNTRY_0309,BRAND_1DF6,13,2890104.0
COUNTRY_0309,BRAND_1DF6,14,2999394.5
COUNTRY_0309,BRAND_1DF6,15,3544263.0
COUNTRY_0309,BRAND_1DF6,16,3336869.8
COUNTRY_0309,BRAND_1DF6,17,3045472.0
COUNTRY_0309,BRAND_1DF6,18,3389796.0
COUNTRY_0309,BRAND_1DF6,19,2576627.8
COUNTRY_0309,BRAND_1DF6,20,2692753.2
COUNTRY_0309,BRAND_1DF6,21,2021141.8
COUNTRY_0309,BRAND_1DF6,22,2331190.5
COUNTRY_0309,BRAND_1DF6,23,1556474.6
COUNTRY_0309,BRAND_1F12,0,5047002.0
COUNTRY_0309,BRAND_1F12,1,4421081.5
COUNTRY_0309,BRAND_1F12,2,4118033.2
COUNTRY_0309,BRAND_1F12,3,2563397.5
COUNTRY_0309,BRAND_1F12,4,2459695.5
COUNTRY_0309,BRAND_1F12,5,2105199.5
COUNTRY_0309,BRAND_1F12,6,2407384.2
COUNTRY_0309,BRAND_1F12,7,2285789.2
COUNTRY_0309,BRAND_1F12,8,2069087.5
COUNTRY_0309,BRAND_1F12,9,1934014.8
COUNTRY_0309,BRAND_1F12,10,1867443.8
COUNTRY_0309,BRAND_1F12,11,2067482.0
COUNTRY_0309,BRAND_1F12,12,1853414.9
COUNTRY_0309,BRAND_1F12,13,1769755.5
COUNTRY_0309,BRAND_1F12,14,1802503.9
COUNTRY_0309,BRAND_1F12,15,1728314.1
COUNTRY_0309,BRAND_1F12,16,1647832.5
COUNTRY_0309,BRAND_1F12,17,1679450.4
COUNTRY_0309,BRAND_1F12,18,1765312.1
COUNTRY_0309,BRAND_1F12,19,1503324.6
COUNTRY_0309,BRAND_1F12,20,1309108.9
COUNTRY_0309,BRAND_1F12,21,1079391.1
COUNTRY_0309,BRAND_1F12,22,940869.2
COUNTRY_0309,BRAND_1F12,23,838540.7
COUNTRY_0309,BRAND_50AA,0,36748.047
COUNTRY_0309,BRAND_50AA,1,35432.445
COUNTRY_0309,BRAND_50AA,2,33993.477
COUNTRY_0309,BRAND_50AA,3,33963.758
COUNTRY_0309,BRAND_50AA,4,33525.38
COUNTRY_0309,BRAND_50AA,5,34714.938
COUNTRY_0309,BRAND_50AA,6,35624.973
COUNTRY_0309,BRAND_50AA,7,29876.617
COUNTRY_0309,BRAND_50AA,8,31589.023
COUNTRY_0309,BRAND_50AA,9,31440.668
COUNTRY_0309,BRAND_50AA,10,30671.168
COUNTRY_0309,BRAND_50AA,11,25472.898
COUNTRY_0309,BRAND_50AA,12,27113.96
COUNTRY_0309,BRAND_50AA,13,26970.643
COUNTRY_0309,BRAND_50AA,14,26110.217
COUNTRY_0309,BRAND_50AA,15,22011.71
COUNTRY_0309,BRAND_50AA,16,23210.043
COUNTRY_0309,BRAND_50AA,17,25432.53
COUNTRY_0309,BRAND_50AA,18,22401.219
COUNTRY_0309,BRAND_50AA,19,19771.396
COUNTRY_0309,BRAND_50AA,20,19125.143
