country,brand_name,months_postgx,volume
COUNTRY_0024,BRAND_31BE,0,62146.555
COUNTRY_0024,BRAND_31BE,1,57704.684
COUNTRY_0024,BRAND_31BE,2,51705.523
COUNTRY_0024,BRAND_31BE,3,43741.324
COUNTRY_0024,BRAND_31BE,4,47508.293
COUNTRY_0024,BRAND_31BE,5,47353.95
COUNTRY_0024,BRAND_31BE,6,52587.19
COUNTRY_0024,BRAND_31BE,7,48116.656
COUNTRY_0024,BRAND_31BE,8,46887.445
COUNTRY_0024,BRAND_31BE,9,46496.742
COUNTRY_0024,BRAND_31BE,10,50565.434
COUNTRY_0024,BRAND_31BE,11,50984.195
COUNTRY_0024,BRAND_31BE,12,45117.07
COUNTRY_0024,BRAND_31BE,13,45928.605
COUNTRY_0024,BRAND_31BE,14,46022.086
COUNTRY_0024,BRAND_31BE,15,42943.816
COUNTRY_0024,BRAND_31BE,16,46474.484
COUNTRY_0024,BRAND_31BE,17,46248.68
COUNTRY_0024,BRAND_31BE,18,45868.94
COUNTRY_0024,BRAND_31BE,19,46186.883
COUNTRY_0024,BRAND_31BE,20,46421.95
COUNTRY_0024,BRAND_31BE,21,48595.902
COUNTRY_0024,BRAND_31BE,22,51883.94
COUNTRY_0024,BRAND_31BE,23,44822.82
COUNTRY_0024,BRAND_5165,0,2367.7185
COUNTRY_0024,BRAND_5165,1,2418.4338
COUNTRY_0024,BRAND_5165,2,2329.64
COUNTRY_0024,BRAND_5165,3,2074.6875
COUNTRY_0024,BRAND_5165,4,1852.2787
COUNTRY_0024,BRAND_5165,5,2368.5117
COUNTRY_0024,BRAND_5165,6,1973.5375
COUNTRY_0024,BRAND_5165,7,1822.0322
COUNTRY_0024,BRAND_5165,8,1796.8917
COUNTRY_0024,BRAND_5165,9,1815.1604
COUNTRY_0024,BRAND_5165,10,1864.1575
COUNTRY_0024,BRAND_5165,11,1863.1678
COUNTRY_0024,BRAND_5165,12,1864.3878
COUNTRY_0024,BRAND_5165,13,1655.7694
COUNTRY_0024,BRAND_5165,14,1440.7013
COUNTRY_0024,BRAND_5165,15,1418.1481
COUNTRY_0024,BRAND_5165,16,1347.5192
COUNTRY_0024,BRAND_5165,17,1699.4833
COUNTRY_0024,BRAND_5165,18,1387.7222
COUNTRY_0024,BRAND_5165,19,1543.0911
COUNTRY_0024,BRAND_5165,20,1594.3933
COUNTRY_0024,BRAND_5165,21,1476.5365
COUNTRY_0024,BRAND_5165,22,1657.1691
COUNTRY_0024,BRAND_5165,23,1488.2201
COUNTRY_01A1,BRAND_03DE,0,391593.88
COUNTRY_01A1,BRAND_03DE,1,355702.12
COUNTRY_01A1,BRAND_03DE,2,312607.88
COUNTRY_01A1,BRAND_03DE,3,298020.34
COUNTRY_01A1,BRAND_03DE,4,257790.55
COUNTRY_01A1,BRAND_03DE,5,257862.6
COUNTRY_01A1,BRAND_03DE,6,244153.55
COUNTRY_01A1,BRAND_03DE,7,242732.0
COUNTRY_01A1,BRAND_03DE,8,233246.11
COUNTRY_01A1,BRAND_03DE,9,213406.12
COUNTRY_01A1,BRAND_03DE,10,227396.64
COUNTRY_01A1,BRAND_03DE,11,244509.6
COUNTRY_01A1,BRAND_03DE,12,220411.08
COUNTRY_01A1,BRAND_03DE,13,199876.62
COUNTRY_01A1,BRAND_03DE,14,205958.44
COUNTRY_01A1,BRAND_03DE,15,194745.47
COUNTRY_01A1,BRAND_03DE,16,192015.69
COUNTRY_01A1,BRAND_03DE,17,202689.36
COUNTRY_01A1,BRAND_03DE,18,185810.55
COUNTRY_01A1,BRAND_03DE,19,189618.52
COUNTRY_01A1,BRAND_03DE,20,197832.28
COUNTRY_01A1,BRAND_03DE,21,186160.5
COUNTRY_01A1,BRAND_03DE,22,182268.77
COUNTRY_01A1,BRAND_03DE,23,175495.03
COUNTRY_01A1,BRAND_240F,0,9723.739
COUNTRY_01A1,BRAND_240F,1,8309.391
COUNTRY_01A1,BRAND_240F,2,7732.1743
COUNTRY_01A1,BRAND_240F,3,7422.5005
COUNTRY_01A1,BRAND_240F,4,5668.648
COUNTRY_01A1,BRAND_240F,5,5341.6294
COUNTRY_01A1,BRAND_240F,6,4528.2217
COUNTRY_01A1,BRAND_240F,7,4702.7876
COUNTRY_01A1,BRAND_240F,8,4259.389
COUNTRY_01A1,BRAND_240F,9,4410.616
COUNTRY_01A1,BRAND_240F,10,3413.2776
COUNTRY_01A1,BRAND_240F,11,3309.1592
COUNTRY_01A1,BRAND_240F,12,2998.2966
COUNTRY_01A1,BRAND_240F,13,2442.849
COUNTRY_01A1,BRAND_240F,14,2967.4204
COUNTRY_01A1,BRAND_240F,15,2503.6216
COUNTRY_01A1,BRAND_240F,16,2242.756
COUNTRY_01A1,BRAND_240F,17,2239.4023
COUNTRY_01A1,BRAND_240F,18,2861.1848
COUNTRY_01A1,BRAND_240F,19,2422.274
COUNTRY_01A1,BRAND_240F,20,1835.451
COUNTRY_01A1,BRAND_240F,21,2469.7366
COUNTRY_01A1,BRAND_240F,22,2457.6677
COUNTRY_01A1,BRAND_240F,23,2411.9875
COUNTRY_01A1,BRAND_7FD0,0,38990.03
COUNTRY_01A1,BRAND_7FD0,1,39478.21
COUNTRY_01A1,BRAND_7FD0,2,32207.934
COUNTRY_01A1,BRAND_7FD0,3,31870.965
COUNTRY_01A1,BRAND_7FD0,4,31420.676
COUNTRY_01A1,BRAND_7FD0,5,29614.184
COUNTRY_01A1,BRAND_7FD0,6,28569.035
COUNTRY_01A1,BRAND_7FD0,7,27582.043
COUNTRY_01A1,BRAND_7FD0,8,27307.27
COUNTRY_01A1,BRAND_7FD0,9,24775.36
COUNTRY_01A1,BRAND_7FD0,10,24619.83
COUNTRY_01A1,BRAND_7FD0,11,24168.479
COUNTRY_01A1,BRAND_7FD0,12,21788.977
COUNTRY_01A1,BRAND_7FD0,13,24892.385
COUNTRY_01A1,BRAND_7FD0,14,25184.066
COUNTRY_01A1,BRAND_7FD0,15,22051.908
COUNTRY_01A1,BRAND_7FD0,16,22212.283
COUNTRY_01A1,BRAND_7FD0,17,23184.025
COUNTRY_01A1,BRAND_7FD0,18,22432.797
COUNTRY_01A1,BRAND_7FD0,19,20928.63
COUNTRY_01A1,BRAND_7FD0,20,18593.299
